id	user	icon	portrait	Italian	Japanese	Final Notes	pic	Filenames	Codes
INFO_MOUNTAINGATETRIGON	The Scythian			Nelle profondità del tempio montano, sopra un alto corridoio, notammo tre strane forme triangolari.	山岳寺院の奥深くにある通路の上で、;~三角形のような形が３つ並んだ;不思議な印を~見つけた。				
INFO_MOUNTAINGATETRIGONACTIVE	The Scythian			Nelle profondità del tempio montano, sopra un alto corridoio, notammo la foggia della Trigon Tripletta.	山岳寺院の奥深くにある通路の上で、;~トライゴン・トライフェクタの印を見つけた。				
INFO_CABINRECORD	The Scythian			All'interno della baita notammo un piccolo oggetto somigliante a un disco posto sopra al focolare. #laballatadeibambinispaziali	山小屋の中に入ると、;暖炉の上に小さな~円盤のような、;よく分からないものがあるのに~気付いた。 #theballadofthespacebabies		46	019.jpg	P1D99
INFO_CABINHEARTH	The Scythian			Il focolare all'interno della baita stava dolcemente scoppiettando, producendo un calore familiare.	山小屋に入ると、;暖炉の火が静かに暖かく~迎えてくれた。				
INFO_CABINSEAT	The Scythian			All'interno della baita, su entrambi i lati del focolare, c'erano due sedie di legno grezzo.	山小屋には、;木を削り出しただけの粗末な~椅子が;暖炉を囲むようにふたつ置いてあった。				
INFO_GOGOLITHICMASS	The Scythian			Notammo un teschio di cervo fluttuare nelle tenebre al di sotto del Mingi Taw.	ミンギ・トウの奥底に来ると、;角を生やした~骸骨が暗闇に浮かんでいた。				
INFO_MEGATOMBTRIFECTA	The Scythian			Notammo una rappresentazione pittografica della Trigon Tripletta nelle tenebre al di sotto del Mingi Taw.	ミンギ・トウの奥底に来ると、;暗闇の中にトラ~イゴン・トライフェクタを表す;象形文字が刻ま~れていた。				
INFO_ROCKSHOWGIRL	The Scythian			Al concerto rock notammo la ragazza dai capelli corvini & pensammo che forse disse fuoco cammina con me.	ロックフェスのステージの上に;黒髪の少女が立って~いる。;彼女の口から「炎よ、我とともに歩め」;~と聞こえた気がした。 #最期の７日間				
INFO_ROCKSHOWSKOLOTOI	The Scythian			Al concerto rock notammo uno di quei tipi scheletrici rilassarsi su quel ritmo minaccioso.	ステージにはあの骨のヒトたちも来ていた。;~彼らもビートに揺られたいのだろうか。				
INFO_ROCKSHOWJIM	The Scythian			Headliner del concerto rock non era altro che il tizio misterioso, amante della musica, noto come Jim Guthrie.	ステージのメインアクトは、;あなたも知って~いる謎のミュージシャン、;ジム・ガスリー~だった。 #サントラリミックスアルバム絶賛発売中♡		160	020.jpg	T2G03
INFO_ROCKSHOWBOOR	The Scythian			Al concerto rock notammo Tamarrorso rockeggiare nudo col suo affare.	ステージの上では、;野性むきだしでクマズリー~が踊っている。		121	021.jpg	E2G15
INFO_ROCKSHOWCROWD	The Scythian			Al concerto rock c'era una folla considerevole di signore & signori.	ステージには、;多くの紳士淑女が~集まっていた。				
INFO_ROCKSHOWARCHETYPE	The Scythian			Al concerto rock notammo il tizio conosciuto come L'Archetipo & rimanemmo a pensare cosa avesse a che fare con tutto questo.	ステージには;例の「アーキタイプ」とよばれる~男もいた。;一体彼は何者で、何をしているの~だろうか？				
INFO_TRIGONGROVESKULLSTICK	The Scythian			Una lugubre asta adornata da un teschio di cervo collega questo luogo allo spettro immortale che si aggira al di sotto del Mingi Taw.	角つき骸骨の飾りをつけた不気味な棒が;~突き立ててある。;ミンギ・トウの奥に潜む~不死の亡霊と、;この場所をつないでいるのだ。				
GRAVE_TRIGONGROVE	The Scythian			Nel Trigonbosco, oltre la caverna cavernosa, notammo nel prato una tomba solitaria & ci incuriosì un po'.	草原の奥にある洞くつを抜け、;トライゴンの~森へ来た。;誰かの墓がぽつんと立っている。;~私は少し興味を覚え、近づいてみた。				
GRAVE_TRIGONGROVEGHOST	The Scythian			Nel Trigonbosco, oltre la caverna cavernosa, ci avvicinammo nel prato ad una tomba solitaria & ci imbattemmo in un tipo spettrale splendente.	草原の奥にある洞くつを抜け、;トライゴンの~森へ来た。;誰かの墓がぽつんと立っている。~ぼんやりと;光る幽霊のおじさんに会った場所だ。				
				Il tipo spettrale splendente nel Trigonbosco sul subito ci fece andare fuori di testa, ad esser onesti.	正直、このおじさんを初めて見たときは;マジで~ビビった。		96	022.jpg	T2B2H
			adventureUI/megatomeItem	Riconobbe il nostro costume scita & vide che portavamo con noi il Grantomo. Si chiese se riuscivamo a capire i segni esoterici al suo interno.	おじさんは私の服装から;スキタイ人だと~分かったようだった。;私が絶世の大書を~持っているのに気づくと;「書いてあることが~分かるか」と尋ねた。				
				In un sussurro pronunciò il nome dello spettro immortale che avevamo risvegliato nell'oscurità al di sotto del Mingi Taw: La Massa Gogolitica.	そして私がミンギ・トウの奥で;目覚めさせて~しまった不死の亡霊の名前を;そっと~教えてくれた。;~その名は「ゴゴリチク・マス」。		166	023.jpg	O2B39
				Conoscevamo quel nome spaventoso attraverso gli antichi racconti & sentimmo il nostro sangue raggelarsi.	言い伝えに残る、おぞましき名だ。;~背筋に冷たいものが走った。				
				"""Ho avuto la sensazione che fino ad ora La Massa Gogolitica ti ha visto come una specie di turista."""	「さっきまでは、ゴゴリチク・マスも;君を~興味本位の旅人だと思っていた;だろうけど」				
			triangle/Triangle	"""Ora che hai appreso l'Inno della Spadomanzia & domato Il Trigon d'Oro scoprirai che ogni tuo passo sarà stregato."""	「君はもうソーサリーの歌を覚えて;黄金の~トライゴンを従えた。;これより先はずっと;~不吉な影に付きまとわれることになるね」				
				Non riuscivamo a capire se il tipo spettrale splendente ci stesse incoraggiando od intimidendo o cosa.	このおじさんは、;私を励ましてくれて~いるのか、;脅かそうとしているのかよく~分からない。				
				Raccontammo al tipo spettrale della nostra intenzione di far esplodere il Grantomo sulla cima del Mingi Taw & di liberare la Massa Gogolitica dall'immortalità.	私は幽霊のおじさんに、;ミンギ・トウの頂上で~絶世の大書を塵とし、;ゴゴリチク・マスから~不死の力を奪うつもり;であることを伝えた。				
			Archetype/trifecta	Chiedemmo della Trigon Tripletta & dell'ubicazione dei due Trigoni rimanenti, ma il suo responso fu tanto incomprensibile da essere irritante.	次にトライゴン・トライフェクタと;残り２つの~トライゴンの場所についても;聞いてみたが、~おじさんの答えは;腹立たしいほど~漠然としていた。				
				"""I due Trigoni rimanenti esistono soltanto nei sogni di coloro che abitano la montagna."""	「残りのトライゴンは;どちらも山の民の~夢の中にだけ存在する」		43	024.jpg	82E45
				"""Nel trovare i due Trigoni rimanenti il dove non è così importante quanto il quando & il come."""	「トライゴンを探すなら、場所じゃなくて;~タイミングと手段に留意しなさい」				
				Il tipo spettrale splendente diceva di sicuro un sacco di cose inutili & senza senso.	このおじさん、光ったりできるくせに、;~役に立たない事ばかりを実に長々としゃべる。				
GRAVE_LOGBRIDGE	The Scythian			Notammo una serie di tombe in un boschetto su un lato dell'antica strada & ci chiedemmo cosa mai ci fosse lì.	古道の路傍の茂みの中に、;いくつかの墓が~あった。;何があったのだろうか。				
GRAVE_LOGBRIDGEGHOST	The Scythian			Ci avvicinammo ad una serie di tombe in un boschetto su un lato dell'antica strada & incontrammo alcuni spiriti dall'aspetto amichevole.	古道の路傍の茂みの中に、;いくつかの墓が~あった。;フレンドリーな幽霊のいる場所だ。		116	025.jpg	62B55
				Lo spettro splendente che parlò era un gigante che ci era noto attraverso gli antichi racconti, tanto che il suo ritratto richiedeva rispetto. #andre	ぼんやりと光る幽霊が話しかけてきたが、;~その姿はいにしえの伝説にある;「人間山脈」~そのものだった。 #アンドレ				
			Archetype/trifecta	"""L'anno scorso, prima della festa del solstizio d'inverno, misi insieme un gruppo di amici & partimmo con l'intenzione di riunire La Trigon Tripletta."""	「あれは去年の冬至前くらいだったか、;俺は~再びトライゴン・トライフェクタを;探すべく、~仲間に集合をかけた」				
				"""Avevamo sentito le storie sul portale per l'infinito sulla cima del Mingi Taw & pensammo che sembrava proprio qualcosa di ganzo da vedere."""	「無限の渦への入り口がミンギ・トウの;頂上に~あると聞いたもんだから、;ちょっと見てみたく~なってな」				
			triangle/Triangle	"""Beh, ad ogni modo domammo Il Trigon d'Oro & demmo un'occhiata con più attenzione al Trigonbosco, prima di partire alla ricerca del Trigone della Luna Splendente."""	「で、俺らは何とか黄金のトライゴンを従え、;~トライゴンの森を調査し、;明月のトライゴンを~探し始めた」				
				"""La ricerca del Trigone della Luna Splendente non andò poi così bene... a dir la verità ci perdemmo completamente."""	「だが明月のトライゴンはまるで;見つから~なかった。;正直、手がかりはゼロだった」				
				"""A poco a poco capimmo l'importanza del ciclo lunare & l'influenza che aveva sugli spiritelli che dormono nei regni del crepuscolo."""	「だがしばらく探るうちに、;ここらに眠る~森の精は;月の満ち欠けの影響を強く受ける~ことを;発見したんだ」				
				"""E così ci sedemmo qui & iniziammo ad osservare l'umore della luna così da imparare quando farci trovare in un certo luogo & come."""	「ここに留まり始めたのもそのためさ。;月を~見て、いつどこで何をすべきかを;調べて~いたんだよ」		7	026.jpg	Q2D6P
				"""Morimmo di noia aspettando con le mani in mano che l'umore della luna cambiasse."""	「つまんなくて死にそうだったぜ、;ひたすら~月の満ち欠けばかり気にしてなあ」				
				"""Ok, in realtà morimmo a causa di un litigio che scoppiò a causa della noia."""	「まあ、結局俺らは死んだわけだが。;原因は…;~ちょっとしたいざこざのせいだった」				
				"""Non mi va proprio di parlarne proprio adesso, se non ti dispiace."""	「今はこの話はしないでおくぜ。いいだろ？」				
				"""Ok, allora quel che accadde fu che uno del nostro gruppo era un baro imbroglione & lo cogliemmo con le mani nel sacco."""	「…とどのつまり、仲間の一人が;ズル~してるのを、俺たちは見ちまったんだ。;~あのズル野郎め」				
				"""Iniziò una zuffa & il baro imbroglione fuggì lungo l'antica strada verso Il Precipizio Periglioso ."""	「そこでちょっとケンカが始まってな、;~ズル野郎は危難の崖の方へ逃げやがった」				
				"""Cosicchè ci ritrovammo a far girare i pollici, pensando a cosa fare... quando all'improvviso apparve La Massa Gogolitica... Accidenti!"""	「それで今後について相談しながら;歩いて~たら、;突然ゴゴリチク・マスが現れて…~ギャー！;ってわけだ」		113	027.jpg	62B75
GRAVE_CHASM	The Scythian			Notammo la tomba solitaria sull'orlo del Precipizio Periglioso & ci chiedemmo cosa mai ci fosse lì.	危難の崖の崖際に、;ぽつんと一基だけ~墓がある。;何があったのだろうか。				
GRAVE_CHASMGHOST	The Scythian			Sul Precipizio Periglioso ci avvicinammo alla tomba solitaria del baro imbroglione & incontrammo un vecchio tipo spettrale splendente.	危難の崖近くにある墓は、;話に出てきた~イカサマ男の墓だった。;ここでもやはり、;~ぼんやり光る年老いた幽霊が出た。				
			Archetype/trifecta	"""L'anno scorso prima della festa del solstizio d'inverno Andre Il Gigante mise insieme un gruppo di amici & partimmo per riunire La Trigon Tripletta."""	「あれは去年の冬至前だったか、;巨人の~アンドレは;トライゴン・トライフェクタを~探すため、;俺や仲間を引き連れてやって~きたんだ」				
				"""Gli altri ragazzi del gruppo sono sepolti in un boschetto sul ciglio della vecchia strada vicino al ponte di legno."""	「他の者達は古道沿い、;丸太橋近くの茂みに~埋葬されてるよ」				
			triangle/Triangle	"""Riuscimmo a localizzare & domare Il Trigon d'Oro abbastanza facilmente ma ci bloccammo del tutto subito dopo."""	「俺らも黄金のトライゴンを;見つけて従える~までは順調だったんだが、;その後は完全に~手詰まりだった」				
				"""Desideravamo Il Trigone della Luna Splendente così decidemmo di trastullarci & osservare il cielo, aspettando che l'umore della luna cambiasse."""	「あの時は、明月のトライゴンを;見つける~ために;月が満ちるのを待っていたんだ」				
				"""Era super noioso! Non mi sarei certo messo ad aspettare per giorni & giorni che La Luna Splendente si stagliasse nel cielo."""	「でもアンタ、そんなの;アホみたいに~退屈すぎるだろう！;明月まで何日もダラダラと~待てるかっての！」				
				"""Ho lasciato che quei pecoroni se ne stessero a vagare senza meta, mentre mi addentravo in quell'inganno di logica lunare."""	「だから他のアホどもがボケーっと;してる~間に、;俺は一人で独自に調査を進めて、;~満ち欠けの謎を解いたんだ」				
				Il vecchio spirito splendente raccontò di come aveva barato, ovvero uscì da S:S&S EP e cambiò la data & l'orario del suo computer.	年老いた幽霊は、「スキムス」を終了してから、;~コンピューターの「日付と時刻の設定」を;~いじる方法を得意げに説明した。				
				Lo spirito descrisse quanto fosse imbarazzante questo procedimento, ma ci disse che in questo modo fu in grado di influenzare le fasi lunari!	幽霊によれば、このやり口はそれなりの;~「代償」も払うことになるが、;~月の満ち欠けは自在に操れるらしい。				
				"""Il problema fu che mi vennero degli attacchi di panico proprio da quando barai & ed è per questo che morii di vergogna."""	「思わずいじってしまって以来;~ビビっちゃってね、;死ぬほど恥ずかしがってたら、;~本当に死んじまったよ」				
GRAVE_HOLLOW	The Scythian			All'interno della cavità di un albero colossale notammo una lapide solitaria che ci fece incuriosire.	巨大樹は空洞化しており、中にはポツンと;~墓があった。;誰が眠っているのだろうか。				
GRAVE_HOLLOWGHOST	The Scythian			All'interno di un colossale albero cavo ci avvicinammo ad una tomba solitaria & apparve un fantasma cazzuto che ci cantò dei folli versi.	巨大樹の内側にさびしげな墓がある。;~ここに眠るいかつい幽霊が;有用な情報を~教えてくれた。		117	028.jpg	E2A80
				"""Osserva l'umore della luna & saprai quando,dove & come trovarti."""	「月の満ち欠け、お前気にかけ、;~それがきっかけ、未来への道行け♪」				
				"""Voglio anche che tu sappia che non sto cercando di farti venire la strizza apposta, mostrandomi in un modo così terribile."""	「俺の見かけ、普段着なだけ、;~怖がらせるわけないわけ、;~それだけは知っとけ♪」				
GRAVE_HOLLOWGHOSTSPRITES	The Scythian			All'interno di un colossale albero cavo ci avvicinammo ad una tomba solitaria & apparve un fantasma cazzuto che ci cantò dei folli versi.	空洞化した巨大樹の中にある;寂しげな墓に~近寄ると、;ドープな幽霊が現れて;~イルなライムを届けてくれた。		117	028.jpg	E2A80
				"""Cerca i folletti silvani sul sentiero alle tue spalle tenendo occhi & orecchie ben aperti sulle loro spume sonore."""	「ここに来るまでの道、探し出して吉、;~目と耳使えばこだまの泡キャッチ♪」				
				"""Manda tutti & cinque i folletti silvani al cielo per mettere in scena un miracolo che attirerà il Trigone che stai cercando."""	トータル５匹の森の精、;~皆、空へ還せば奇跡 you say、;~んでトライゴン発見、冒険発展♪				
GRAVE_HOLLOWGHOSTTRIGON	The Scythian			All'interno di un colossale albero cavo ci avvicinammo ad una tomba solitaria & apparve un fantasma cazzuto & ci raccontò alcune cose.	空洞化した巨大樹の中にある;寂しげな墓に~近寄ると、;ドープな幽霊が現れて;~イルなライムを届けてくれた。		117	028.jpg	E2A80
				"""Cerca un segnale dei folletti silvani & in quel punto intona un Inno della Spadomanzia per rivelare un Trigone nascosto."""	「お前トライゴンにご執心、;~森の精を全員見つけりゃ躍進、;~そしたらソーサリーの歌を sing♪」				
GRAVE_HOLLOWGHOSTTRIGONCOMPLETE	The Scythian			All'interno di un colossale albero cavo ci stavamo avvicinando ad una tomba solitaria quando apparve un fantasma cazzuto & ci raccontò alcune cose.	空洞化した巨大樹の中にある;寂しげな墓に~近寄ると、;ドープな幽霊が現れて;~イルなライムを届けてくれた。		117	028.jpg	E2A80
				"""E così l'Inno del Trigone si è concluso per ora. Mi chiedo, quando potrò udirlo ancora?"""	「トライゴンの歌、今回はもう終了、;~次の機会を待ち続けている YO♪」				
LOGFELLA_LOSTKEY	The Scythian			Lo sventurato taglialegna noto come Signor Ceppo stava andando del tutto fuori di testa per qualcosa.	丸太さんは、やたら取り乱している。;~どうしたのだろうか。				
			AdventureUI/keyItem	A quanto pare Il Signor Ceppo aveva perso la chiave della porta nel muro di pietra che bloccava l'antica strada per il Mingi Taw.	どうやら丸太さんは;ミンギ・トウへ通じる~石壁の扉の鍵を;なくしてしまったようだ。				
				Non ditemi che stavamo per fare un'altra quest del tipo 'trova l'oggetto'?	私としてはおつかいクエストはもう勘弁だ。;~あなたもそうでしょ？				
				Il Signor Ceppo ci disse che si era seduto proprio lì, accanto al fuoco, quando cadde in un sonno profondo.	丸太さんが言うには、;彼はずっとここに座って~熟睡していたそうだ。				
			AdventureUI/keyItem	Il Signor Ceppo pensava di aver perso la sua chiave nel regno crepuscolare dei sogni.	彼は夢の中で鍵をなくしてしまったと;~考えていた。				
				Avevamo già sentito degli strani sogni dei bruni abitanti delle montagne del Caucaso quindi, per noi, tutto questo aveva perfettamente senso.	コーカサス地方の山の民が奇妙な夢を見る;~という話は聞いたことがあったので、;その話は~素直に理解できた。				
				Il Signor Ceppo ci invitò a riscaldare i nostri stivali davanti al fuoco & a sognare insieme a lui.	丸太さんは、とにかく靴を暖炉で温めながら、;~ここで一緒に夢を見ないかと誘ってきた。		63	029.jpg	U2C92
ARCHETYPE_LOSTKEYTHOUGHTS	The Archetype			Riteniamo che la veglia & la psicocosmologia mitopoietica dei sogni siano stati separati, tuttavia interagiscono nei modi più curiosi.	私たちは覚醒していることと、;~夢の伝承詩的精神宇宙性は;全く異なる状態だと~考えていますが、;両者は興味深い相互作用を~見せるのですよ。				
				La soglia della liminalità è uno spazio tra la veglia & il sogno in cui il pensiero diretto è impossibile.	境界域というのは、覚醒状態と夢の中;~―つまり方向性を持った思考ができない状態―;~の中間を指します。		56	030.jpg	13A0A
				Và in cerca di un caldo focolare & fà sì che il sonno arrivi per scoprire la soglia della liminalità.	暖かな暖炉を探して眠りにつき、;~その境界域に足を踏み入れてみてください。				
ARCHETYPE_LOSTKEYCLUE	The Archetype		AdventureUI/keyItem	perchÉ non provi a sederti accanto al focolare nella baita & attraversi la soglia liminale per trovare la chiave perduta del Signor Ceppo?	山小屋の暖炉にあたって、境界域におもむき、;~丸太さんがなくした鍵を見つけてあげる、;~なんていかがです？		55	031.jpg	23C1X
GIRL_LOSTKEYTHOUGHTS	Girl	AdventureUI/tweetIconGourd		Wow, Il Signor Ceppo sta andando fuori di testa per qualcosa... Mi chiedo cosa succeda... Me ne andrò fuori & lo lascerò stare per un po'.	うわー。丸太さんが;やたら~取り乱しちゃってる…;何かあったのかな？;~落ち着くまで外にでてようか…。				
				Ho visto la Scita intonare un Inno della Spadomanzia & mandare tre folletti silvani al cielo - Mi chiedo se aiuteranno a placare la tempesta.	この間、あのスキタイのムスメが;ソーサリーの~歌で森の精を;空に還しているのを見た。~あのヒト、;もしかしたら嵐を止めてくれるの~かな…？				
LOGFELLA_MORELOSTKEYTHOUGHTS	Logfella			Spero davvero che la Scita, colei che entra nei sogni altrui, possa ritrovare la mia chiave... l'ho perduta sulla riva sabbiosa di lago placido.	あのスキタイのムスメ、;「夢歩き」にまで~行ってくれた。;きっと鍵を見つけてくれる~だろう。;落としたのは穏やかな池のほとり~だったか…		62	032.jpg	U3A20
LOGFELLA_LOSTKEYTHOUGHTS	Logfella			Oh, che sventura, vorrei che non stesse piovendo fuori... Vorrei che i miei stivali non fossero così bagnati... Vorrei poter tornare a tagliare la legna.	ハア、雨が降ってなかったらなあ…;~靴さえ濡れてなかったらなあ…;~薪割り作業に戻れたらなあ…				
				Oh, diamine - che fine ha fatto la mia chiave!? Sono così agitato & imbarazzato che sto proprio andando fuori di testa!	ウァー！？鍵が、鍵がない！！;どうしよう！~やばい！やばい！困った！				
LOGFELLA_FOUNDKEY	The Scythian		AdventureUI/keyItem	Il taglialegna era super sollevato poichÉ eravamo riusciti a recuperare la sua chiave dal regno crepuscolare dei sogni.	私が夢を歩いて鍵を見つけてきたと知ると、;~丸太さんはホッと安心したようだった。				
				Il taglialegna noto come Signor Ceppo si chiese come eravamo diventati tanto astuti & ci chiese del nostro compito ingrato.	丸太さんは;「どうしてあなたはそんなに~賢いのだ？;果たすべき使命とは？」;と~質問してきた。				
				Raccontammo al taglialegna di come diventammo adulti nelle steppe a fianco dei nostri impavidi fratelli & sorelle sciti.	私は丸太さんに、;我らが大草原を支配してきた~歩みや、;スキタイ戦士の勇猛さについて~語った。				
				Raccontammo al Signor Ceppo del poichÉ stavamo vagando in queste montagne selvagge & come eravamo stati guidati dal dito di un Dio onnisciente.	そして私がこんな山地にたどり着いたのも、;~全知全能の神の矢印に導かれてきたからなのだ;~と教えた。				
			adventureUI/megatomeItem	Raccontammo al Signor Ceppo cosa sospettavamo che significassero i segni esoterici contenuti nel Grantomo.	それから絶世の大書の解読できていない;印の~意味について、;私が推測している内容も~伝えた。				
			gourd/gourd	Avevamo il presentimento di dover evocare solo alcuni folletti silvani in più per calmare la tempesta.	私はさらに;「森の精を召喚すれば嵐を~止められるはず」;と根拠もなく直感的に~言った。		104	033.jpg	W3D3G
			triangle/Triangle	Con un pacato sussurro parlammo della nostra intenzione di individuare & domare una manifestazione della geometria cosmica nota come Il Trigon d'Oro.	そして私はひそひそ声で、;この宇宙の姿を~象徴する存在である;黄金のトライゴンを~探し出し、;従えるつもりなのだと明かした。				
				Era al 100% chiaro che il taglialegna noto come Signor Ceppo avesse smesso di prestare attenzione.	この頃になると、丸太さんは;まるっきり~私の話を聞いていなかった。				
			AdventureUI/keyItem	Pensammo semplicemente di poterci tenere la chiave & andare a fare una passeggiata sull'antica strada al di là del muro di pietra.	とにかく見つけた鍵を借りて、;古道を進む~ことにした。				
LOGFELLA_FOUNDKEYWAKEUP	The Scythian		AdventureUI/keyItem	Chiedemmo al taglialegna se fosse d'accordo che ci tenessimo la chiave & lui disse che era del tutto ok.	丸太さんに鍵を借りておいていいかと;~尋ねると、彼は「かまわねえ」と答えた。				
GIRL_FOUNDKEY	The Scythian			In un sentiero incontrammo la ragazza dai capelli corvini bagnata fradicia.	道端にオトメちゃんがいた。雨でずぶ濡れだ。				
			gourd/gourd	Aveva sentito le dolci spume sonore dei folletti silvani provenire da oltre il muro di pietra sull'antica strada per il Mingi Taw.	どうやら石壁の向こう、;ミンギ・トウに続く~古道のほうで;こだまの泡が聞こえたらしい。;~森の精がいるのだろうか。				
			gourd/gourd	Ci disse di imponenti tronchi d'albero posti su entrambi i lati di un possente fiume.	オトメちゃんは、;川の両端にそびえ立つ巨木の~幹について;何か言っていた。				
			gourd/gourd	Ci disse di flebili arcobaleni visti al limite del Precipizio Periglioso.	オトメちゃんは、;危難の崖にかかる~ぼんやりとした虹について;何か言っていた。				
			adventureUI/megatomeItem	... quindi divenne sempre più timorosa & ci consigliò di consultare il Grantomo se ci fossimo sentiti persi o confusi.	…そして急に怯えた様子で;「迷ったり分からな~くなったら;とにかく絶世の大書を頼りにして」;~と言った。				
LOGFELLA_FOUNDKEYTHOUGHTS	Logfella			Mi fa stare del tutto tranquillo sapere che La Scita si sia tenuta la chiave, se ciò significa che riuscirà a calmare la tempesta.	あのスキタイのムスメが;嵐を止めてくれるって~いうなら、;鍵は預けておいても全然問題ねえ。				
				Devo essermi appisolato ad un certo punto durante il racconto super epico della Scita. Tollero davvero a fatica le leggende popolari.	あのヒトがさっき話してたすげえ冒険話、;~途中でうなづくのが礼儀だったんだろうな。;~うたた寝しちまってた。;あの手の話はホント~苦手でよ…。				
				Ho domandato a bruciapelo alla Scita del suo ingrato compito... ha iniziato a parlare delle steppe & del dito di Dio.	あのヒトの果たすべき使命について;色々~聞いてみたんだ。;あのヒト、スキタイが治めた~大草原のこととか、;神の矢印がどうとか話してた。				
GIRL_FOUNDKEYTHOUGHTS	Girl			Mandare al cielo uno o due folletti silvani in più calmerà la tempesta senza fine... ed allora sarà tempo di miracoli! #miracoli	森の精をあと１匹か２匹空に還せば、;~このひどい嵐も止められる…;~その後は奇跡の時間が訪れるわ！ #奇跡		129	034.jpg	33A44
GIRL_SUPERMOTHERTREE	Girl			Quando la luna splende con più forza c'è una calma inquietante mentre vago nei sogni... & quando la luna è più cupa il bosco si scatena.	夢歩きのとき、月が一番明るい夜には;背筋が~寒くなるような静寂があるわ。;~反対に月が一番暗い夜は、森が荒ぶるの。				
				Nel sogno i posti & i luoghi sono sempre gli stessi eccetto quando esso muta a seconda dell'umore della luna.	夢で行く場所はいつも同じ。;でも月の満ち欠け~具合によって;何かが少し変わる。				
				Tutte le notti, da quando si è sollevata la tempesta, ho fatto lo stesso sogno in cui vago nel bosco un'ora prima dell'alba.	あの嵐が去って以来、;いつも同じ…夜明け前の~森を歩いている夢を;見るようになったの。				
ARCHETYPE_TREEHINT	The Archetype			Ricorda che ingerire i funghi della foresta può darti una certa visione distorta sui fenomeni criptozoologici & similia.	森のキノコを摂取すると未確認生物や;~様々な現象の幻視が生じる場合があります。				
				Và in cerca delle spume sonore dei folletti silvani & investiga le zone a loro circostanti.	森の精が出すこだまの泡を探し、;その周囲を~よく調べてみてください。				
				Una volta che hai iniziato un inno della Spadomanzia puoi toccare con quanta più delicatezza possibile il bordo dello schermo per guardare attorno (od usare i tasti freccia.)	歌が始まったら、画面端をそっとタッチすると;~周囲を見渡せます(矢印キーも使えます)。				
ARCHETYPE_MUSHROOMHINT	The Archetype			È stato affermato che i funghi allucinogeni abbiano giocato un ruolo significativo nello sviluppo della psiche umana.	キノコを用いた占術は;人類の精神発展に大きく~寄与していると;主張する者がいるくらいなの~です。				
				Dei reperti archeologici mostrano come l'uso sciamanico dei funghi per le comunità religiose, per la divinazione & per la guarigione sia piuttosto antico.	考古学的検証の結果、キノコは;宗教的交信儀式~や占術、治癒術などにおいて;相当に古い時代~から用いられていたことが;分かっています。				
				Fisiologicamente potresti avvertire una sensazione di benessere & un'accentuazione delle percezioni, un dissiparsi dello stress & mancanza di appetito.	生理学的には、幸福感、感覚の鋭敏化、;~ストレスの消散、食欲の低減などが;~体感できるようです。				
				I funghi della foresta possono dare una certa visione distorta sulla posizione precisa di un folletto silvano & sui loro fattori scatenanti peculiari.	森のキノコを摂取することで、;森の精の居場所~や召喚方法などが;見えるようになるかもしれま~せんね。		60	035.jpg	53A5Y
ARCHETYPE_TRIGONGROVE	The Archetype			Riesci a sentirlo? Cominci a capire? Adesso i segni esoterici & le forme all'interno del Grantomo non acquistano un nuovo significato?	どうです？感じますか？;~絶世の大書の記号や文章の意味が;~理解できるようになってきていませんか？				
				Questo raggio fa da ponte tra il mondo dei vivi & il mondo dei morti, quindi, durante i tuoi viaggi, potresti trovare uno spirito o due con cui parlare.	この光の柱は、;生者と死者をつなぐ~架け橋です。;今後は幽霊と話す機会も;~あるかもしれませんね。				
				Sono stato appena informato del fatto che hai attivato nel Trigonbosco il primo raggio verso il cielo.	先ほど、あなたがトライゴンの森で;最初の~光の柱を起動したと;知らせが入りましたよ。				
GIRL_CABINSHEEP	The Scythian			Domandammo alla ragazza cos'era accaduto alle inutili pecore che giravano fuori dalla baita & ci disse che poco prima si erano spaventate.	オトメちゃんに小屋の周りにいる;邪魔っけな~羊たちの事を聞いてみた。;少し前に怯えて~集まって来たのだそうだ。				
			gourd/gourd	Raccontammo alla ragazza che avevamo mandato cinque folletti silvani al cielo & lei ci disse che forse il tempo dei miracoli era prossimo.	オトメちゃんに;森の精を５匹空に還したこと~を伝えると、;彼女は「奇跡の時が来た~かもしれない」と言った。				
				Pensammo che forse avremmo dovuto recarci ad investigare il prato dove stavano le pecore fino a poco fa.	どうも羊たちが元いた場所を調べてみたほうが;~良さそうだ。				
LOGFELLA_CABINSHEEP	The Scythian			Il Signor Ceppo aveva la sensazione che fosse giunto il tempo dei miracoli & immaginava che qualcosa di meraviglioso stesse per accadere.	丸太さんは奇跡の時が来たと思っていた。;~何かスゴイことが起こるのだろう、と。		79	036.jpg	V3G62
GIRL_CABINSHEEPTHOUGHTS	Girl			Ma che... la pioggia si è fermata! Che la tempesta stia per andarsene? Lo spero davvero.	え…雨が…やんだ！;嵐の終わりなのかしら、~そうだといいな。				
				Tutta 'sta cosa della tempesta mi sta proprio buttando giù. è stata così cupa.	ここんところずっと嵐で;気分も落ち込んでた~から。				
LOGFELLA_CABINSHEEPTHOUGHTS	Logfella			Hmm... Mi sta venendo l'ansia... sta proprio succedendo qualcosa... che la tempesta stia per andarsene?	うーん…ちょっとビビってきたぞ…。;~何か起きてるな。嵐が…去るのか？				
